BOWLING,over,Mins,Runs,Wicket,Economy,Zeros,fours,sixs,Wide,Noball,counter,bowl_team,Date,Season,Toss_team,First_innings,second_innings,bat_field,Team1_Won,Team2_lost,Player Of The Match,Stadium,Umpires1,Umpires2,TV_Umpire,Res_Umpire,Match_Ref,ImpactPlayers1,Replace1Player1,ImpactPlayers2,ReplacePlayer2,impactTeam1,impactTeam2,T20_debut_1,T20_debut_2
Mohit Sharma,4.0,0,28.0,4,7.0,12,3,1,0,0,61,Gujarat Titans,2023-05-15,2023,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,field,Gujarat Titans,Sunrisers Hyderabad,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",Jayaraman Madanagopal,Ulhas Gandhe,Akshay Totre,Mohamed Rafi,Manu Nayyar,Anmolpreet Singh,T Natarajan,Yash Dayal,Shubman Gill,Sunrisers Hyderabad,Gujarat Titans,,
Noor Ahmad,2.5,0,35.0,0,12.35,3,3,2,1,0,61,Gujarat Titans,2023-05-15,2023,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,field,Gujarat Titans,Sunrisers Hyderabad,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",Jayaraman Madanagopal,Ulhas Gandhe,Akshay Totre,Mohamed Rafi,Manu Nayyar,Anmolpreet Singh,T Natarajan,Yash Dayal,Shubman Gill,Sunrisers Hyderabad,Gujarat Titans,,
Rahul Tewatia,1.1,0,7.0,0,6.0,3,1,0,0,0,61,Gujarat Titans,2023-05-15,2023,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,field,Gujarat Titans,Sunrisers Hyderabad,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",Jayaraman Madanagopal,Ulhas Gandhe,Akshay Totre,Mohamed Rafi,Manu Nayyar,Anmolpreet Singh,T Natarajan,Yash Dayal,Shubman Gill,Sunrisers Hyderabad,Gujarat Titans,,
Jason Behrendorff,4.0,0,30.0,2,7.5,9,0,2,1,0,62,Mumbai Indians,2023-05-16,2023,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Lucknow Super Giants,Mumbai Indians,Marcus Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Nand Kishore,Chris Gaffaney,Mohit Krishnadas,Sanjay Verma,Vishnu Vinod,Akash Madhwal,Yash Thakur,Prerak Mankad,Mumbai Indians,Lucknow Super Giants,,
Chris Jordan,4.0,0,50.0,0,12.5,7,3,4,2,0,62,Mumbai Indians,2023-05-16,2023,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Lucknow Super Giants,Mumbai Indians,Marcus Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Nand Kishore,Chris Gaffaney,Mohit Krishnadas,Sanjay Verma,Vishnu Vinod,Akash Madhwal,Yash Thakur,Prerak Mankad,Mumbai Indians,Lucknow Super Giants,,
Hrithik Shokeen,3.0,0,20.0,0,6.66,9,1,1,0,0,62,Mumbai Indians,2023-05-16,2023,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Lucknow Super Giants,Mumbai Indians,Marcus Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Nand Kishore,Chris Gaffaney,Mohit Krishnadas,Sanjay Verma,Vishnu Vinod,Akash Madhwal,Yash Thakur,Prerak Mankad,Mumbai Indians,Lucknow Super Giants,,
Piyush Chawla,3.0,0,26.0,1,8.66,5,0,2,0,0,62,Mumbai Indians,2023-05-16,2023,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Lucknow Super Giants,Mumbai Indians,Marcus Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Nand Kishore,Chris Gaffaney,Mohit Krishnadas,Sanjay Verma,Vishnu Vinod,Akash Madhwal,Yash Thakur,Prerak Mankad,Mumbai Indians,Lucknow Super Giants,,
Akash Madhwal,4.0,0,30.0,0,7.5,7,1,1,2,0,62,Mumbai Indians,2023-05-16,2023,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Lucknow Super Giants,Mumbai Indians,Marcus Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Nand Kishore,Chris Gaffaney,Mohit Krishnadas,Sanjay Verma,Vishnu Vinod,Akash Madhwal,Yash Thakur,Prerak Mankad,Mumbai Indians,Lucknow Super Giants,,
Cameron Green,2.0,0,16.0,0,8.0,5,1,1,0,0,62,Mumbai Indians,2023-05-16,2023,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Lucknow Super Giants,Mumbai Indians,Marcus Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Nand Kishore,Chris Gaffaney,Mohit Krishnadas,Sanjay Verma,Vishnu Vinod,Akash Madhwal,Yash Thakur,Prerak Mankad,Mumbai Indians,Lucknow Super Giants,,
Krunal Pandya,4.0,0,27.0,0,6.75,10,4,0,0,0,62,Lucknow Super Giants,2023-05-16,2023,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Lucknow Super Giants,Mumbai Indians,Marcus Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Nand Kishore,Chris Gaffaney,Mohit Krishnadas,Sanjay Verma,Vishnu Vinod,Akash Madhwal,Yash Thakur,Prerak Mankad,Mumbai Indians,Lucknow Super Giants,,
Mohsin Khan,3.0,0,26.0,1,8.66,8,1,2,2,0,62,Lucknow Super Giants,2023-05-16,2023,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Lucknow Super Giants,Mumbai Indians,Marcus Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Nand Kishore,Chris Gaffaney,Mohit Krishnadas,Sanjay Verma,Vishnu Vinod,Akash Madhwal,Yash Thakur,Prerak Mankad,Mumbai Indians,Lucknow Super Giants,,
Naveen-ul-Haq,4.0,0,37.0,0,9.25,8,1,3,0,1,62,Lucknow Super Giants,2023-05-16,2023,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Lucknow Super Giants,Mumbai Indians,Marcus Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Nand Kishore,Chris Gaffaney,Mohit Krishnadas,Sanjay Verma,Vishnu Vinod,Akash Madhwal,Yash Thakur,Prerak Mankad,Mumbai Indians,Lucknow Super Giants,,
Yash Thakur,4.0,0,40.0,2,10.0,9,2,2,5,1,62,Lucknow Super Giants,2023-05-16,2023,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Lucknow Super Giants,Mumbai Indians,Marcus Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Nand Kishore,Chris Gaffaney,Mohit Krishnadas,Sanjay Verma,Vishnu Vinod,Akash Madhwal,Yash Thakur,Prerak Mankad,Mumbai Indians,Lucknow Super Giants,,
Swapnil Singh,1.0,0,11.0,0,11.0,1,2,0,0,0,62,Lucknow Super Giants,2023-05-16,2023,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Lucknow Super Giants,Mumbai Indians,Marcus Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Nand Kishore,Chris Gaffaney,Mohit Krishnadas,Sanjay Verma,Vishnu Vinod,Akash Madhwal,Yash Thakur,Prerak Mankad,Mumbai Indians,Lucknow Super Giants,,
Ravi Bishnoi,4.0,0,26.0,2,6.5,9,2,0,1,0,62,Lucknow Super Giants,2023-05-16,2023,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Lucknow Super Giants,Mumbai Indians,Marcus Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Nand Kishore,Chris Gaffaney,Mohit Krishnadas,Sanjay Verma,Vishnu Vinod,Akash Madhwal,Yash Thakur,Prerak Mankad,Mumbai Indians,Lucknow Super Giants,,
Sam Curran,4.0,0,36.0,2,9.0,9,4,1,1,0,63,Punjab Kings,2023-05-17,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,Rilee Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KN Ananthapadmanabhan,Saidharshan Kumar,Rod Tucker,Parashar Joshi,Pankaj Dharmani,Mukesh Kumar,Prithvi Shaw,Prabhsimran Singh,Nathan Ellis,Delhi Capitals,Punjab Kings,,
Kagiso Rabada,3.0,0,36.0,0,12.0,8,2,4,0,0,63,Punjab Kings,2023-05-17,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,Rilee Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KN Ananthapadmanabhan,Saidharshan Kumar,Rod Tucker,Parashar Joshi,Pankaj Dharmani,Mukesh Kumar,Prithvi Shaw,Prabhsimran Singh,Nathan Ellis,Delhi Capitals,Punjab Kings,,
Arshdeep Singh,2.0,0,21.0,0,10.5,4,2,1,2,0,63,Punjab Kings,2023-05-17,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,Rilee Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KN Ananthapadmanabhan,Saidharshan Kumar,Rod Tucker,Parashar Joshi,Pankaj Dharmani,Mukesh Kumar,Prithvi Shaw,Prabhsimran Singh,Nathan Ellis,Delhi Capitals,Punjab Kings,,
Nathan Ellis,4.0,0,46.0,0,11.5,6,5,2,0,0,63,Punjab Kings,2023-05-17,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,Rilee Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KN Ananthapadmanabhan,Saidharshan Kumar,Rod Tucker,Parashar Joshi,Pankaj Dharmani,Mukesh Kumar,Prithvi Shaw,Prabhsimran Singh,Nathan Ellis,Delhi Capitals,Punjab Kings,,
Rahul Chahar,4.0,0,35.0,0,8.75,7,4,1,0,0,63,Punjab Kings,2023-05-17,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,Rilee Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KN Ananthapadmanabhan,Saidharshan Kumar,Rod Tucker,Parashar Joshi,Pankaj Dharmani,Mukesh Kumar,Prithvi Shaw,Prabhsimran Singh,Nathan Ellis,Delhi Capitals,Punjab Kings,,
Harpreet Brar,3.0,0,39.0,0,13.0,2,3,2,2,0,63,Punjab Kings,2023-05-17,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,Rilee Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KN Ananthapadmanabhan,Saidharshan Kumar,Rod Tucker,Parashar Joshi,Pankaj Dharmani,Mukesh Kumar,Prithvi Shaw,Prabhsimran Singh,Nathan Ellis,Delhi Capitals,Punjab Kings,,
Khaleel Ahmed,3.0,1,20.0,1,6.66,14,1,2,0,1,63,Delhi Capitals,2023-05-17,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,Rilee Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KN Ananthapadmanabhan,Saidharshan Kumar,Rod Tucker,Parashar Joshi,Pankaj Dharmani,Mukesh Kumar,Prithvi Shaw,Prabhsimran Singh,Nathan Ellis,Delhi Capitals,Punjab Kings,,
Ishant Sharma,3.0,0,36.0,2,12.0,10,5,2,0,1,63,Delhi Capitals,2023-05-17,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,Rilee Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KN Ananthapadmanabhan,Saidharshan Kumar,Rod Tucker,Parashar Joshi,Pankaj Dharmani,Mukesh Kumar,Prithvi Shaw,Prabhsimran Singh,Nathan Ellis,Delhi Capitals,Punjab Kings,,
Anrich Nortje,4.0,0,36.0,2,9.0,11,2,3,0,0,63,Delhi Capitals,2023-05-17,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,Rilee Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KN Ananthapadmanabhan,Saidharshan Kumar,Rod Tucker,Parashar Joshi,Pankaj Dharmani,Mukesh Kumar,Prithvi Shaw,Prabhsimran Singh,Nathan Ellis,Delhi Capitals,Punjab Kings,,
Mukesh Kumar,4.0,0,52.0,0,13.0,8,3,5,1,0,63,Delhi Capitals,2023-05-17,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,Rilee Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KN Ananthapadmanabhan,Saidharshan Kumar,Rod Tucker,Parashar Joshi,Pankaj Dharmani,Mukesh Kumar,Prithvi Shaw,Prabhsimran Singh,Nathan Ellis,Delhi Capitals,Punjab Kings,,
Axar Patel,3.0,0,27.0,1,9.0,3,4,0,0,0,63,Delhi Capitals,2023-05-17,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,Rilee Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KN Ananthapadmanabhan,Saidharshan Kumar,Rod Tucker,Parashar Joshi,Pankaj Dharmani,Mukesh Kumar,Prithvi Shaw,Prabhsimran Singh,Nathan Ellis,Delhi Capitals,Punjab Kings,,
Kuldeep Yadav,3.0,0,21.0,0,7.0,4,0,1,1,0,63,Delhi Capitals,2023-05-17,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,Rilee Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KN Ananthapadmanabhan,Saidharshan Kumar,Rod Tucker,Parashar Joshi,Pankaj Dharmani,Mukesh Kumar,Prithvi Shaw,Prabhsimran Singh,Nathan Ellis,Delhi Capitals,Punjab Kings,,
Mohammed Siraj,4.0,0,17.0,1,4.25,16,2,0,2,0,64,Royal Challengers Bangalore,2023-05-18,2023,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bruce Oxenford,Virender Sharma,Saiyed Khalid,VM Dhokre,Javagal Srinath,T Natarajan,Abdul Samad,,,Sunrisers Hyderabad,,,
Wayne Parnell,4.0,0,35.0,0,8.75,5,3,1,0,0,64,Royal Challengers Bangalore,2023-05-18,2023,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bruce Oxenford,Virender Sharma,Saiyed Khalid,VM Dhokre,Javagal Srinath,T Natarajan,Abdul Samad,,,Sunrisers Hyderabad,,,
Michael Bracewell,2.0,0,13.0,2,6.5,5,2,0,0,0,64,Royal Challengers Bangalore,2023-05-18,2023,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bruce Oxenford,Virender Sharma,Saiyed Khalid,VM Dhokre,Javagal Srinath,T Natarajan,Abdul Samad,,,Sunrisers Hyderabad,,,
Shahbaz Ahmed,3.0,0,38.0,1,12.66,4,4,2,0,0,64,Royal Challengers Bangalore,2023-05-18,2023,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bruce Oxenford,Virender Sharma,Saiyed Khalid,VM Dhokre,Javagal Srinath,T Natarajan,Abdul Samad,,,Sunrisers Hyderabad,,,
Harshal Patel,4.0,0,37.0,1,9.25,4,3,1,1,0,64,Royal Challengers Bangalore,2023-05-18,2023,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bruce Oxenford,Virender Sharma,Saiyed Khalid,VM Dhokre,Javagal Srinath,T Natarajan,Abdul Samad,,,Sunrisers Hyderabad,,,
Karn Sharma,3.0,0,45.0,0,15.0,0,1,4,1,0,64,Royal Challengers Bangalore,2023-05-18,2023,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bruce Oxenford,Virender Sharma,Saiyed Khalid,VM Dhokre,Javagal Srinath,T Natarajan,Abdul Samad,,,Sunrisers Hyderabad,,,
Bhuvneshwar Kumar,4.0,0,48.0,1,12.0,10,7,2,1,0,64,Sunrisers Hyderabad,2023-05-18,2023,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bruce Oxenford,Virender Sharma,Saiyed Khalid,VM Dhokre,Javagal Srinath,T Natarajan,Abdul Samad,,,Sunrisers Hyderabad,,,
Abhishek Sharma,3.0,0,28.0,0,9.33,5,3,1,1,0,64,Sunrisers Hyderabad,2023-05-18,2023,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bruce Oxenford,Virender Sharma,Saiyed Khalid,VM Dhokre,Javagal Srinath,T Natarajan,Abdul Samad,,,Sunrisers Hyderabad,,,
T Natarajan,4.0,0,34.0,1,8.5,6,3,1,1,0,64,Sunrisers Hyderabad,2023-05-18,2023,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bruce Oxenford,Virender Sharma,Saiyed Khalid,VM Dhokre,Javagal Srinath,T Natarajan,Abdul Samad,,,Sunrisers Hyderabad,,,
Kartik Tyagi,1.2,0,21.0,0,15.75,1,4,0,1,0,64,Sunrisers Hyderabad,2023-05-18,2023,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bruce Oxenford,Virender Sharma,Saiyed Khalid,VM Dhokre,Javagal Srinath,T Natarajan,Abdul Samad,,,Sunrisers Hyderabad,,,
Nitish Kumar Reddy,2.0,0,19.0,0,9.5,3,1,1,0,1,64,Sunrisers Hyderabad,2023-05-18,2023,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bruce Oxenford,Virender Sharma,Saiyed Khalid,VM Dhokre,Javagal Srinath,T Natarajan,Abdul Samad,,,Sunrisers Hyderabad,,,
Mayank Dagar,4.0,0,25.0,0,6.25,8,1,1,0,0,64,Sunrisers Hyderabad,2023-05-18,2023,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bruce Oxenford,Virender Sharma,Saiyed Khalid,VM Dhokre,Javagal Srinath,T Natarajan,Abdul Samad,,,Sunrisers Hyderabad,,,
Glenn Phillips,1.0,0,10.0,0,10.0,1,1,0,0,0,64,Sunrisers Hyderabad,2023-05-18,2023,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bruce Oxenford,Virender Sharma,Saiyed Khalid,VM Dhokre,Javagal Srinath,T Natarajan,Abdul Samad,,,Sunrisers Hyderabad,,,
Trent Boult,4.0,0,35.0,1,8.75,12,3,2,1,0,65,Rajasthan Royals,2023-05-19,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,Punjab Kings,Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Nand Kishore,Rod Tucker,Navdeep Singh,Parashar Joshi,Pankaj Dharmani,Dhruv Jurel,Yuzvendra Chahal,Nathan Ellis,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Sandeep Sharma,4.0,0,46.0,0,11.5,6,3,3,2,1,65,Rajasthan Royals,2023-05-19,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,Punjab Kings,Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Nand Kishore,Rod Tucker,Navdeep Singh,Parashar Joshi,Pankaj Dharmani,Dhruv Jurel,Yuzvendra Chahal,Nathan Ellis,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Navdeep Saini,4.0,0,40.0,3,10.0,9,6,1,1,0,65,Rajasthan Royals,2023-05-19,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,Punjab Kings,Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Nand Kishore,Rod Tucker,Navdeep Singh,Parashar Joshi,Pankaj Dharmani,Dhruv Jurel,Yuzvendra Chahal,Nathan Ellis,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Adam Zampa,4.0,0,26.0,1,6.5,6,2,0,0,0,65,Rajasthan Royals,2023-05-19,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,Punjab Kings,Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Nand Kishore,Rod Tucker,Navdeep Singh,Parashar Joshi,Pankaj Dharmani,Dhruv Jurel,Yuzvendra Chahal,Nathan Ellis,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Yuzvendra Chahal,4.0,0,40.0,0,10.0,9,3,3,1,0,65,Rajasthan Royals,2023-05-19,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,Punjab Kings,Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Nand Kishore,Rod Tucker,Navdeep Singh,Parashar Joshi,Pankaj Dharmani,Dhruv Jurel,Yuzvendra Chahal,Nathan Ellis,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Sam Curran,4.0,0,46.0,1,11.5,9,8,1,2,0,65,Punjab Kings,2023-05-19,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,Punjab Kings,Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Nand Kishore,Rod Tucker,Navdeep Singh,Parashar Joshi,Pankaj Dharmani,Dhruv Jurel,Yuzvendra Chahal,Nathan Ellis,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Kagiso Rabada,4.0,0,40.0,2,10.0,12,2,4,1,1,65,Punjab Kings,2023-05-19,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,Punjab Kings,Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Nand Kishore,Rod Tucker,Navdeep Singh,Parashar Joshi,Pankaj Dharmani,Dhruv Jurel,Yuzvendra Chahal,Nathan Ellis,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Arshdeep Singh,4.0,0,40.0,1,10.0,11,4,2,3,0,65,Punjab Kings,2023-05-19,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,Punjab Kings,Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Nand Kishore,Rod Tucker,Navdeep Singh,Parashar Joshi,Pankaj Dharmani,Dhruv Jurel,Yuzvendra Chahal,Nathan Ellis,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Nathan Ellis,4.0,0,34.0,1,8.5,8,3,1,1,0,65,Punjab Kings,2023-05-19,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,Punjab Kings,Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Nand Kishore,Rod Tucker,Navdeep Singh,Parashar Joshi,Pankaj Dharmani,Dhruv Jurel,Yuzvendra Chahal,Nathan Ellis,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Rahul Chahar,3.4,0,28.0,1,7.63,5,1,1,0,0,65,Punjab Kings,2023-05-19,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,Punjab Kings,Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Nand Kishore,Rod Tucker,Navdeep Singh,Parashar Joshi,Pankaj Dharmani,Dhruv Jurel,Yuzvendra Chahal,Nathan Ellis,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Khaleel Ahmed,4.0,0,45.0,1,11.25,9,4,3,2,1,66,Delhi Capitals,2023-05-20,2023,Chennai Super Kings,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,Delhi Capitals,Ruturaj Gaikwad,"Arun Jaitley Stadium, Delhi",Chris Gaffaney,Nikhil Patwardhan,Anil Chaudhary,Mohit Krishnadas,Sanjay Verma,Matheesha Pathirana,Shivam Dube,Prithvi Shaw,Khaleel Ahmed,Chennai Super Kings,Delhi Capitals,,
Lalit Yadav,2.0,0,32.0,0,16.0,1,3,2,2,0,66,Delhi Capitals,2023-05-20,2023,Chennai Super Kings,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,Delhi Capitals,Ruturaj Gaikwad,"Arun Jaitley Stadium, Delhi",Chris Gaffaney,Nikhil Patwardhan,Anil Chaudhary,Mohit Krishnadas,Sanjay Verma,Matheesha Pathirana,Shivam Dube,Prithvi Shaw,Khaleel Ahmed,Chennai Super Kings,Delhi Capitals,,
Axar Patel,3.0,0,32.0,0,10.66,3,0,3,0,0,66,Delhi Capitals,2023-05-20,2023,Chennai Super Kings,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,Delhi Capitals,Ruturaj Gaikwad,"Arun Jaitley Stadium, Delhi",Chris Gaffaney,Nikhil Patwardhan,Anil Chaudhary,Mohit Krishnadas,Sanjay Verma,Matheesha Pathirana,Shivam Dube,Prithvi Shaw,Khaleel Ahmed,Chennai Super Kings,Delhi Capitals,,
Anrich Nortje,4.0,0,43.0,1,10.75,8,4,3,0,0,66,Delhi Capitals,2023-05-20,2023,Chennai Super Kings,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,Delhi Capitals,Ruturaj Gaikwad,"Arun Jaitley Stadium, Delhi",Chris Gaffaney,Nikhil Patwardhan,Anil Chaudhary,Mohit Krishnadas,Sanjay Verma,Matheesha Pathirana,Shivam Dube,Prithvi Shaw,Khaleel Ahmed,Chennai Super Kings,Delhi Capitals,,
