batting,out,runs,balls,mins,fours,sixs,SR,counter,bat_team,Date,Season,Toss_team,First_innings,second_innings,bat_field,Team1_Won,Team2_lost,Player Of The Match,Stadium,Umpires1,Umpires2,TV_Umpire,Res_Umpire,Match_Ref,ImpactPlayers1,Replace1Player1,ImpactPlayers2,ReplacePlayer2,impactTeam1,impactTeam2,T20_debut_1,T20_debut_2
Nicholas Pooran,not out,8,8,25,1,0,100.0,62,Lucknow Super Giants,2023-05-16,2023,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Lucknow Super Giants,Mumbai Indians,Marcus Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Nand Kishore,Chris Gaffaney,Mohit Krishnadas,Sanjay Verma,Vishnu Vinod,Akash Madhwal,Yash Thakur,Prerak Mankad,Mumbai Indians,Lucknow Super Giants,,
Ishan Kishan †,c Naveen-ul-Haq b Ravi Bishnoi,59,39,54,8,1,151.28,62,Mumbai Indians,2023-05-16,2023,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Lucknow Super Giants,Mumbai Indians,Marcus Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Nand Kishore,Chris Gaffaney,Mohit Krishnadas,Sanjay Verma,Vishnu Vinod,Akash Madhwal,Yash Thakur,Prerak Mankad,Mumbai Indians,Lucknow Super Giants,,
Rohit Sharma (c),c Hooda b Ravi Bishnoi,37,25,47,1,3,148.0,62,Mumbai Indians,2023-05-16,2023,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Lucknow Super Giants,Mumbai Indians,Marcus Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Nand Kishore,Chris Gaffaney,Mohit Krishnadas,Sanjay Verma,Vishnu Vinod,Akash Madhwal,Yash Thakur,Prerak Mankad,Mumbai Indians,Lucknow Super Giants,,
Suryakumar Yadav,b Yash Thakur,7,9,22,0,0,77.77,62,Mumbai Indians,2023-05-16,2023,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Lucknow Super Giants,Mumbai Indians,Marcus Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Nand Kishore,Chris Gaffaney,Mohit Krishnadas,Sanjay Verma,Vishnu Vinod,Akash Madhwal,Yash Thakur,Prerak Mankad,Mumbai Indians,Lucknow Super Giants,,
Nehal Wadhera,c sub (K Gowtham) b Mohsin Khan,16,20,28,2,0,80.0,62,Mumbai Indians,2023-05-16,2023,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Lucknow Super Giants,Mumbai Indians,Marcus Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Nand Kishore,Chris Gaffaney,Mohit Krishnadas,Sanjay Verma,Vishnu Vinod,Akash Madhwal,Yash Thakur,Prerak Mankad,Mumbai Indians,Lucknow Super Giants,,
Tim David,not out,32,19,41,1,3,168.42,62,Mumbai Indians,2023-05-16,2023,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Lucknow Super Giants,Mumbai Indians,Marcus Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Nand Kishore,Chris Gaffaney,Mohit Krishnadas,Sanjay Verma,Vishnu Vinod,Akash Madhwal,Yash Thakur,Prerak Mankad,Mumbai Indians,Lucknow Super Giants,,
Vishnu Vinod,c Pooran b Yash Thakur,2,4,9,0,0,50.0,62,Mumbai Indians,2023-05-16,2023,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Lucknow Super Giants,Mumbai Indians,Marcus Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Nand Kishore,Chris Gaffaney,Mohit Krishnadas,Sanjay Verma,Vishnu Vinod,Akash Madhwal,Yash Thakur,Prerak Mankad,Mumbai Indians,Lucknow Super Giants,,
Cameron Green,not out,4,6,17,0,0,66.66,62,Mumbai Indians,2023-05-16,2023,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Lucknow Super Giants,Mumbai Indians,Marcus Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Nand Kishore,Chris Gaffaney,Mohit Krishnadas,Sanjay Verma,Vishnu Vinod,Akash Madhwal,Yash Thakur,Prerak Mankad,Mumbai Indians,Lucknow Super Giants,,
David Warner (c),c Dhawan b Curran,46,31,53,5,2,148.38,63,Delhi Capitals,2023-05-17,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,Rilee Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KN Ananthapadmanabhan,Saidharshan Kumar,Rod Tucker,Parashar Joshi,Pankaj Dharmani,Mukesh Kumar,Prithvi Shaw,Prabhsimran Singh,Nathan Ellis,Delhi Capitals,Punjab Kings,,
Prithvi Shaw,c Taide b Curran,54,38,74,7,1,142.1,63,Delhi Capitals,2023-05-17,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,Rilee Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KN Ananthapadmanabhan,Saidharshan Kumar,Rod Tucker,Parashar Joshi,Pankaj Dharmani,Mukesh Kumar,Prithvi Shaw,Prabhsimran Singh,Nathan Ellis,Delhi Capitals,Punjab Kings,,
Rilee Rossouw,not out,82,37,44,6,6,221.62,63,Delhi Capitals,2023-05-17,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,Rilee Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KN Ananthapadmanabhan,Saidharshan Kumar,Rod Tucker,Parashar Joshi,Pankaj Dharmani,Mukesh Kumar,Prithvi Shaw,Prabhsimran Singh,Nathan Ellis,Delhi Capitals,Punjab Kings,,
Phil Salt †,not out,26,14,21,2,2,185.71,63,Delhi Capitals,2023-05-17,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,Rilee Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KN Ananthapadmanabhan,Saidharshan Kumar,Rod Tucker,Parashar Joshi,Pankaj Dharmani,Mukesh Kumar,Prithvi Shaw,Prabhsimran Singh,Nathan Ellis,Delhi Capitals,Punjab Kings,,
Prabhsimran Singh,c Dhull b Patel,22,19,40,4,0,115.78,63,Punjab Kings,2023-05-17,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,Rilee Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KN Ananthapadmanabhan,Saidharshan Kumar,Rod Tucker,Parashar Joshi,Pankaj Dharmani,Mukesh Kumar,Prithvi Shaw,Prabhsimran Singh,Nathan Ellis,Delhi Capitals,Punjab Kings,,
Shikhar Dhawan (c),c Aman Hakim Khan b Sharma,0,1,9,0,0,0.0,63,Punjab Kings,2023-05-17,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,Rilee Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KN Ananthapadmanabhan,Saidharshan Kumar,Rod Tucker,Parashar Joshi,Pankaj Dharmani,Mukesh Kumar,Prithvi Shaw,Prabhsimran Singh,Nathan Ellis,Delhi Capitals,Punjab Kings,,
Atharva Taide,retired out,55,42,67,5,2,130.95,63,Punjab Kings,2023-05-17,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,Rilee Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KN Ananthapadmanabhan,Saidharshan Kumar,Rod Tucker,Parashar Joshi,Pankaj Dharmani,Mukesh Kumar,Prithvi Shaw,Prabhsimran Singh,Nathan Ellis,Delhi Capitals,Punjab Kings,,
Liam Livingstone,c Patel b Sharma,94,48,69,5,9,195.83,63,Punjab Kings,2023-05-17,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,Rilee Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KN Ananthapadmanabhan,Saidharshan Kumar,Rod Tucker,Parashar Joshi,Pankaj Dharmani,Mukesh Kumar,Prithvi Shaw,Prabhsimran Singh,Nathan Ellis,Delhi Capitals,Punjab Kings,,
Jitesh Sharma †,c Ahmed b Nortje,0,3,4,0,0,0.0,63,Punjab Kings,2023-05-17,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,Rilee Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KN Ananthapadmanabhan,Saidharshan Kumar,Rod Tucker,Parashar Joshi,Pankaj Dharmani,Mukesh Kumar,Prithvi Shaw,Prabhsimran Singh,Nathan Ellis,Delhi Capitals,Punjab Kings,,
M Shahrukh Khan,c Patel b Ahmed,6,3,7,0,1,200.0,63,Punjab Kings,2023-05-17,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,Rilee Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KN Ananthapadmanabhan,Saidharshan Kumar,Rod Tucker,Parashar Joshi,Pankaj Dharmani,Mukesh Kumar,Prithvi Shaw,Prabhsimran Singh,Nathan Ellis,Delhi Capitals,Punjab Kings,,
Sam Curran,b Nortje,11,5,13,1,1,220.0,63,Punjab Kings,2023-05-17,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,Rilee Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KN Ananthapadmanabhan,Saidharshan Kumar,Rod Tucker,Parashar Joshi,Pankaj Dharmani,Mukesh Kumar,Prithvi Shaw,Prabhsimran Singh,Nathan Ellis,Delhi Capitals,Punjab Kings,,
Harpreet Brar,run out (†Salt/Nortje),0,1,3,0,0,0.0,63,Punjab Kings,2023-05-17,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,Rilee Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KN Ananthapadmanabhan,Saidharshan Kumar,Rod Tucker,Parashar Joshi,Pankaj Dharmani,Mukesh Kumar,Prithvi Shaw,Prabhsimran Singh,Nathan Ellis,Delhi Capitals,Punjab Kings,,
Rahul Chahar,not out,0,0,9,0,0,0.0,63,Punjab Kings,2023-05-17,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,Rilee Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",KN Ananthapadmanabhan,Saidharshan Kumar,Rod Tucker,Parashar Joshi,Pankaj Dharmani,Mukesh Kumar,Prithvi Shaw,Prabhsimran Singh,Nathan Ellis,Delhi Capitals,Punjab Kings,,
Abhishek Sharma,c Lomror b Bracewell,11,14,22,2,0,78.57,64,Sunrisers Hyderabad,2023-05-18,2023,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bruce Oxenford,Virender Sharma,Saiyed Khalid,VM Dhokre,Javagal Srinath,T Natarajan,Abdul Samad,,,Sunrisers Hyderabad,,,
Rahul Tripathi,c Patel b Bracewell,15,12,25,2,1,125.0,64,Sunrisers Hyderabad,2023-05-18,2023,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bruce Oxenford,Virender Sharma,Saiyed Khalid,VM Dhokre,Javagal Srinath,T Natarajan,Abdul Samad,,,Sunrisers Hyderabad,,,
Aiden Markram (c),b Shahbaz Ahmed,18,20,37,0,0,90.0,64,Sunrisers Hyderabad,2023-05-18,2023,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bruce Oxenford,Virender Sharma,Saiyed Khalid,VM Dhokre,Javagal Srinath,T Natarajan,Abdul Samad,,,Sunrisers Hyderabad,,,
Heinrich Klaasen †,b Patel,104,51,62,8,6,203.92,64,Sunrisers Hyderabad,2023-05-18,2023,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bruce Oxenford,Virender Sharma,Saiyed Khalid,VM Dhokre,Javagal Srinath,T Natarajan,Abdul Samad,,,Sunrisers Hyderabad,,,
Harry Brook,not out,27,19,37,2,1,142.1,64,Sunrisers Hyderabad,2023-05-18,2023,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bruce Oxenford,Virender Sharma,Saiyed Khalid,VM Dhokre,Javagal Srinath,T Natarajan,Abdul Samad,,,Sunrisers Hyderabad,,,
Glenn Phillips,c Parnell b Mohammed Siraj,5,4,10,1,0,125.0,64,Sunrisers Hyderabad,2023-05-18,2023,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bruce Oxenford,Virender Sharma,Saiyed Khalid,VM Dhokre,Javagal Srinath,T Natarajan,Abdul Samad,,,Sunrisers Hyderabad,,,
Virat Kohli,c Phillips b Kumar,100,63,82,12,4,158.73,64,Royal Challengers Bangalore,2023-05-18,2023,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bruce Oxenford,Virender Sharma,Saiyed Khalid,VM Dhokre,Javagal Srinath,T Natarajan,Abdul Samad,,,Sunrisers Hyderabad,,,
Faf du Plessis (c),c Tripathi b Natarajan,71,47,86,7,2,151.06,64,Royal Challengers Bangalore,2023-05-18,2023,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bruce Oxenford,Virender Sharma,Saiyed Khalid,VM Dhokre,Javagal Srinath,T Natarajan,Abdul Samad,,,Sunrisers Hyderabad,,,
Glenn Maxwell,not out,5,3,11,1,0,166.66,64,Royal Challengers Bangalore,2023-05-18,2023,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bruce Oxenford,Virender Sharma,Saiyed Khalid,VM Dhokre,Javagal Srinath,T Natarajan,Abdul Samad,,,Sunrisers Hyderabad,,,
Michael Bracewell,not out,4,4,6,0,0,100.0,64,Royal Challengers Bangalore,2023-05-18,2023,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Sunrisers Hyderabad,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bruce Oxenford,Virender Sharma,Saiyed Khalid,VM Dhokre,Javagal Srinath,T Natarajan,Abdul Samad,,,Sunrisers Hyderabad,,,
Prabhsimran Singh,c & b Boult,2,2,3,0,0,100.0,65,Punjab Kings,2023-05-19,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,Punjab Kings,Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Nand Kishore,Rod Tucker,Navdeep Singh,Parashar Joshi,Pankaj Dharmani,Dhruv Jurel,Yuzvendra Chahal,Nathan Ellis,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Shikhar Dhawan (c),lbw b Zampa,17,12,31,2,1,141.66,65,Punjab Kings,2023-05-19,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,Punjab Kings,Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Nand Kishore,Rod Tucker,Navdeep Singh,Parashar Joshi,Pankaj Dharmani,Dhruv Jurel,Yuzvendra Chahal,Nathan Ellis,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Atharva Taide,c Padikkal b Saini,19,12,19,3,1,158.33,65,Punjab Kings,2023-05-19,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,Punjab Kings,Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Nand Kishore,Rod Tucker,Navdeep Singh,Parashar Joshi,Pankaj Dharmani,Dhruv Jurel,Yuzvendra Chahal,Nathan Ellis,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Liam Livingstone,b Saini,9,13,16,1,0,69.23,65,Punjab Kings,2023-05-19,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,Punjab Kings,Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Nand Kishore,Rod Tucker,Navdeep Singh,Parashar Joshi,Pankaj Dharmani,Dhruv Jurel,Yuzvendra Chahal,Nathan Ellis,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Sam Curran,not out,49,31,72,4,2,158.06,65,Punjab Kings,2023-05-19,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,Punjab Kings,Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Nand Kishore,Rod Tucker,Navdeep Singh,Parashar Joshi,Pankaj Dharmani,Dhruv Jurel,Yuzvendra Chahal,Nathan Ellis,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Jitesh Sharma †,c sub (D Ferreira) b Saini,44,28,36,3,3,157.14,65,Punjab Kings,2023-05-19,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,Punjab Kings,Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Nand Kishore,Rod Tucker,Navdeep Singh,Parashar Joshi,Pankaj Dharmani,Dhruv Jurel,Yuzvendra Chahal,Nathan Ellis,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
M Shahrukh Khan,not out,41,23,31,4,2,178.26,65,Punjab Kings,2023-05-19,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,Punjab Kings,Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Nand Kishore,Rod Tucker,Navdeep Singh,Parashar Joshi,Pankaj Dharmani,Dhruv Jurel,Yuzvendra Chahal,Nathan Ellis,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Yashasvi Jaiswal,c sub (R Dhawan) b Ellis,50,36,72,8,0,138.88,65,Rajasthan Royals,2023-05-19,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,Punjab Kings,Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Nand Kishore,Rod Tucker,Navdeep Singh,Parashar Joshi,Pankaj Dharmani,Dhruv Jurel,Yuzvendra Chahal,Nathan Ellis,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Jos Buttler,lbw b Rabada,0,4,7,0,0,0.0,65,Rajasthan Royals,2023-05-19,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,Punjab Kings,Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Nand Kishore,Rod Tucker,Navdeep Singh,Parashar Joshi,Pankaj Dharmani,Dhruv Jurel,Yuzvendra Chahal,Nathan Ellis,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Devdutt Padikkal,c Harpreet Brar b Arshdeep Singh,51,30,38,5,3,170.0,65,Rajasthan Royals,2023-05-19,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,Punjab Kings,Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Nand Kishore,Rod Tucker,Navdeep Singh,Parashar Joshi,Pankaj Dharmani,Dhruv Jurel,Yuzvendra Chahal,Nathan Ellis,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Sanju Samson (c)†,c sub (R Dhawan) b Chahar,2,3,6,0,0,66.66,65,Rajasthan Royals,2023-05-19,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,Punjab Kings,Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Nand Kishore,Rod Tucker,Navdeep Singh,Parashar Joshi,Pankaj Dharmani,Dhruv Jurel,Yuzvendra Chahal,Nathan Ellis,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Shimron Hetmyer,c Dhawan b Curran,46,28,50,4,3,164.28,65,Rajasthan Royals,2023-05-19,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,Punjab Kings,Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Nand Kishore,Rod Tucker,Navdeep Singh,Parashar Joshi,Pankaj Dharmani,Dhruv Jurel,Yuzvendra Chahal,Nathan Ellis,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Riyan Parag,c Taide b Rabada,20,12,21,1,2,166.66,65,Rajasthan Royals,2023-05-19,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,Punjab Kings,Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Nand Kishore,Rod Tucker,Navdeep Singh,Parashar Joshi,Pankaj Dharmani,Dhruv Jurel,Yuzvendra Chahal,Nathan Ellis,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Dhruv Jurel,not out,10,4,11,0,1,250.0,65,Rajasthan Royals,2023-05-19,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,Punjab Kings,Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Nand Kishore,Rod Tucker,Navdeep Singh,Parashar Joshi,Pankaj Dharmani,Dhruv Jurel,Yuzvendra Chahal,Nathan Ellis,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Trent Boult,not out,1,2,6,0,0,50.0,65,Rajasthan Royals,2023-05-19,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,Punjab Kings,Devdutt Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Nand Kishore,Rod Tucker,Navdeep Singh,Parashar Joshi,Pankaj Dharmani,Dhruv Jurel,Yuzvendra Chahal,Nathan Ellis,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Ruturaj Gaikwad,c Rossouw b Sakariya,79,50,68,3,7,158.0,66,Chennai Super Kings,2023-05-20,2023,Chennai Super Kings,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,Delhi Capitals,Ruturaj Gaikwad,"Arun Jaitley Stadium, Delhi",Chris Gaffaney,Nikhil Patwardhan,Anil Chaudhary,Mohit Krishnadas,Sanjay Verma,Matheesha Pathirana,Shivam Dube,Prithvi Shaw,Khaleel Ahmed,Chennai Super Kings,Delhi Capitals,,
Devon Conway,c Aman Hakim Khan b Nortje,87,52,90,11,3,167.3,66,Chennai Super Kings,2023-05-20,2023,Chennai Super Kings,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,Delhi Capitals,Ruturaj Gaikwad,"Arun Jaitley Stadium, Delhi",Chris Gaffaney,Nikhil Patwardhan,Anil Chaudhary,Mohit Krishnadas,Sanjay Verma,Matheesha Pathirana,Shivam Dube,Prithvi Shaw,Khaleel Ahmed,Chennai Super Kings,Delhi Capitals,,
Shivam Dube,c Lalit Yadav b Ahmed,22,9,21,0,3,244.44,66,Chennai Super Kings,2023-05-20,2023,Chennai Super Kings,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,Delhi Capitals,Ruturaj Gaikwad,"Arun Jaitley Stadium, Delhi",Chris Gaffaney,Nikhil Patwardhan,Anil Chaudhary,Mohit Krishnadas,Sanjay Verma,Matheesha Pathirana,Shivam Dube,Prithvi Shaw,Khaleel Ahmed,Chennai Super Kings,Delhi Capitals,,
MS Dhoni (c)†,not out,5,4,14,0,0,125.0,66,Chennai Super Kings,2023-05-20,2023,Chennai Super Kings,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,Delhi Capitals,Ruturaj Gaikwad,"Arun Jaitley Stadium, Delhi",Chris Gaffaney,Nikhil Patwardhan,Anil Chaudhary,Mohit Krishnadas,Sanjay Verma,Matheesha Pathirana,Shivam Dube,Prithvi Shaw,Khaleel Ahmed,Chennai Super Kings,Delhi Capitals,,
Ravindra Jadeja,not out,20,7,12,3,1,285.71,66,Chennai Super Kings,2023-05-20,2023,Chennai Super Kings,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,Delhi Capitals,Ruturaj Gaikwad,"Arun Jaitley Stadium, Delhi",Chris Gaffaney,Nikhil Patwardhan,Anil Chaudhary,Mohit Krishnadas,Sanjay Verma,Matheesha Pathirana,Shivam Dube,Prithvi Shaw,Khaleel Ahmed,Chennai Super Kings,Delhi Capitals,,
Prithvi Shaw,c Rayudu b Deshpande,5,7,8,1,0,71.42,66,Delhi Capitals,2023-05-20,2023,Chennai Super Kings,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,Delhi Capitals,Ruturaj Gaikwad,"Arun Jaitley Stadium, Delhi",Chris Gaffaney,Nikhil Patwardhan,Anil Chaudhary,Mohit Krishnadas,Sanjay Verma,Matheesha Pathirana,Shivam Dube,Prithvi Shaw,Khaleel Ahmed,Chennai Super Kings,Delhi Capitals,,
David Warner (c),c Gaikwad b Pathirana,86,58,92,7,5,148.27,66,Delhi Capitals,2023-05-20,2023,Chennai Super Kings,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,Delhi Capitals,Ruturaj Gaikwad,"Arun Jaitley Stadium, Delhi",Chris Gaffaney,Nikhil Patwardhan,Anil Chaudhary,Mohit Krishnadas,Sanjay Verma,Matheesha Pathirana,Shivam Dube,Prithvi Shaw,Khaleel Ahmed,Chennai Super Kings,Delhi Capitals,,
Phil Salt †,c Rahane b Chahar,3,6,17,0,0,50.0,66,Delhi Capitals,2023-05-20,2023,Chennai Super Kings,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,Delhi Capitals,Ruturaj Gaikwad,"Arun Jaitley Stadium, Delhi",Chris Gaffaney,Nikhil Patwardhan,Anil Chaudhary,Mohit Krishnadas,Sanjay Verma,Matheesha Pathirana,Shivam Dube,Prithvi Shaw,Khaleel Ahmed,Chennai Super Kings,Delhi Capitals,,
Rilee Rossouw,b Chahar,0,1,2,0,0,0.0,66,Delhi Capitals,2023-05-20,2023,Chennai Super Kings,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,Delhi Capitals,Ruturaj Gaikwad,"Arun Jaitley Stadium, Delhi",Chris Gaffaney,Nikhil Patwardhan,Anil Chaudhary,Mohit Krishnadas,Sanjay Verma,Matheesha Pathirana,Shivam Dube,Prithvi Shaw,Khaleel Ahmed,Chennai Super Kings,Delhi Capitals,,
